Date	Workout	HeroWod
20040203	for total time, 30-20- and then 10 rep rounds of: 1√ç¬ω  pood kettlebell snatch, left, then right arm pull-ups	false
20040202	four rounds for time of: run 400 meters 50 squats	false
20040201	7 rounds, for total reps, with 60 second at each exercise: 95-pound thruster pull-ups	false
20040331	rest day	false
20040330	21-15- and 9 rep rounds for time of:  pull-ups bench press	false
20040329	21-15- and 9 rep rounds for time of:  handstand push-ups deadlift	false
20040327	rest day	false
20040324	20 seconds of work followed by a 10 second transition to the next exercise for 7 rounds or 21 intervals of:  squat sit-up back extension	false
20040430	20 rounds of: 5 pull-ups 10 push-ups 15 air squats	false
20040429	"""diane""21-15- and 9 rep rounds for time of:  deadlift 225 handstand push-upscan you beat matt mast's time at 3:34? compare your time to september 19, 2003."	true
20040428	rest day	false
20040427	run 1600 meters 50 sit-ups 50 back extensions run 800 meters 25 sit-ups 25 back extensions run 400 meters 15 sit-ups 15 back extensions	false
20040426	5 rounds for time of: 5 muscle-ups 10 overhead squats	false
20040425	5 minutes of double unders 5 minutes of 95 lb clean and push jerk 3 minutes of double unders 3 mintutes of 95 lb clean and push jerk 1 minute of double unders 1 minute of 95 lb clean and push jerk	false
20040424	rest day	false
20040423	complete 5 rounds for time: run 400 meters 50 squats	false
20040422	five rounds for max reps of: body weight bench press pull-ups	false
20040421	perform rounds of 21-18-15-12-9-6- and then 3 reps of:  toes through rings wall ball reverse hip extension burpees toes through rings: hang from rings, and with straight arms and legs, lift feet up and then through the rings. reverse hip extension: place your trunk face down on a level surface that is high enough to let your legs hang down freely from where you repeatedly raise the legs to parallel and hold briefly.	false
20040420	rest day	false
20040419	five rounds of: push-jerk 10 reps knees to elbows 20 reps	false
20040418	how many rounds in 20 minutes of: deadlift 1.5 x bodyweight x 7 reps pull-ups x 7 reps	false
20040417	rounds at 15-13-11-9-7-5-3 and 1 reps for time of: handstand push-ups ring dips	false
20040416	rest day	false
20040415	run or row 10k	false
20040414	"""helen""three rounds for time: run 400 meters 1√ç¬ω pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups"	true
20040413	front squat 3-2-2-2-1-1-1-1-1 reps	false
20040412	rest day	false
20040411	seven rounds: good mornings, 65 pounds, 21 reps l-sit 60 seconds	false
20040410	seven rounds for max reps total: bench press, body weight pull-ups	false
20040409	for time: run 1,200 meters (3 laps at track) hang squat clean 95 pounds, 21 reps run 800 meters (2 laps) hang squat clean, 95 pounds, 15 reps run 400 meters (1 lap) hang squat clean 95 pounds, 9 reps	false
20040408	rest day	false
20040407	21-15- and 9 rep rounds for time of: deadlift  1.5 x bodyweight ring dips	false
20040406	five rounds for time: 15 √ø¬ø¬ωl√ø¬ø¬ω pull-ups 30 push-ups 45 sit-ups	false
20040405	back squat 5-5-3-3-3-2-2-2-2-1	false
20040404	rest day	false
20040403	for time: dumbbell snatch 30 left, 30 right rope-climb 5 trips dumbbell snatch 20 left, 20 right rope-climb 5 trips dumbbell snatch 10 left, 10 right rope-climb 5 trips	false
20040402	for time: run 400 meters 30 sit-ups 30 back extensions run 400 meters 25 sit-ups 25 back extensions run 400 meters 20 sit-ups  20 back extensions	false
20040401	"for time:  row 2k 50 wall-ball shots row 1k 35 wall-ball shots row 500 meters 20 wall-ball shotsif you don't have a rower substitute sumo-dealift high pulls (sdhp) with 45 pounds for men and 30 pounds for women. take the bar from mid shin to under your chin - ""shin to chin."" 2k row = 200 sdhp's, 1k row = 100 sdhp's, 500 meter row = 50 sdhp'suse 20 lb medicine ball."	false
20040531	rounds of 21-18-15-12-9-6 and 3 reps of: kettlebell swing 1 1/2 pood medicine ball sit-up throw 20 pounds x 10 feet	false
20040530	rest day	false
20040529	for time: 50 push-ups row 1000 meters 30 push-ups row 1000 meters 20 push-ups	false
20040528	power clean 21 reps run 800 meters power clean 15 reps run 800 meters power clean 9 reps	false
20040527	5 rounds of: wall ball 50 shots with 20 pound ball l-pull-ups 15 reps	false
20040526	rest day	false
20040525	complete as many rounds in 20 minutes as you can of:  row 250 meters sumo deadlift highpull 95 pounds, 21 reps pull-ups 15 reps	false
20040524	back squat 3-2-2-2-1-1-1-1-1 reps	false
20040523	complete as many rounds in 20 minutes as you can of:  handstand push-ups 5 reps bench press 135 pounds, 10 reps push press 95 pounds, 15 reps dips 20 reps	false
20040522	rest day	false
20040521	run 5k	false
20040520	6 rounds, 21-15-12-9-6- and 3 reps, for time, of: pull-ups  back squat 95 pounds shoulder press 95 pounds sit-upthank coach burgener for the workout. best known time: 8:47 by greg amundson.	false
20040519	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20040518	rest day	false
20040517	complete as many rounds in 20 minutes as you can of:  5 muscle-ups 50 squats	false
20040516	5 rounds for time of: squat snatch 65 pounds, 1 rep overhead squat 65 pounds, 10 reps squat snatch 65 pounds, 1 rep overhead squat 65 pounds, 10 reps 400 meter run	false
20040515	for time:  200 squats 20 muscle-ups	false
20040514	rest day	false
20040513	4 rounds for time of: walking lunge 50 meters sit-ups, 50 reps	false
20040512	5 rounds of: bench press 135 pounds, max reps pull-up, max reps rest 2 minutes	false
20040511	complete as many rounds as you can in twenty minutes of:  barbell thruster 95 pounds, 15 reps row 500 meters	false
20040510	rest day	false
20040509	complete five rounds for time of: run 400 meters power clean 95 pounds, 21 reps 15 pull-ups	false
20040508	complete as many rounds as you can in twenty minutes of:  35 squats 25 push-ups	false
20040507	deadlift 3-3-3-3-3 reps	false
20040506	rest day	false
20040505	run 5k	false
20040504	five rounds for time of:  run 400 meters 15 pull-ups 15 reps, 75 pound overhead squat	false
20040503	for seven rounds, working in intervals of 30 seconds of work followed by 10 seconds of rest, alternate between: squats sit-ups push-ups	false
20040502	rest day	false
20040501	3 rounds for time of: row 500 meters 21 burpees run 400 meters	false
20040630	row 5k	false
20040629	how many rounds in 20 minutes of: walking lunge 50 ft. 5 handstand push-ups	false
20040628	for time: 30 pull-ups - 60 squats 25 pull-ups - 50 squats 20 pull-ups - 40 squats 15 pull-ups - 30 squats 10 pull-ups - 20 squats 5 pull-ups - 10 squats	false
20040627	rest day	false
20040626	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20040625	"diane""21-15-9 reps of: deadlift 225 handstand push-upsthis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps. compare your time to august 5, 2003 when we did a ""mini-diane"" at 15-12-9 reps. it's expected that you'll need to partition the sets, e.g., deadlift 7-7-7 & handstand push-up 3-3-3-3-3-3-3 as a first round. interval management - work/rest timing to optimize time - is an essential skill. if the load is too much under any partitioning scheme, reduce it. if you need help with the handstand push-up, take it in any manner you can get it. if the handstand push-up (hspu) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). though a less functional press, the standing shoulder press is a closer simulation to the hspu than the more functional push-press or jerk. the point is that there's a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics - this will be ""your diane."	false
20040624	"""grace""clean and jerk 135 pounds, 30 reps"	true
20040623	rest day	false
20040622	for time:  30 muscle-ups or 60 pull-ups and 60 dips. dips are rock-bottom (below the nipples), and pull-ups are pulled to the sternum to approximate the muscle-up's value.	false
20040621	back squat 3-3-2-2-2-1-1-1-1-1 reps.	false
20040620	row 1000 meteres kettbell swing 50 reps, 1.5 pood 25 sit-ups  row 750 meters kettlebell swing 40 reps, 1.5 pood 20 sit-ups row 500 meters kettlebell swing 30 reps, 1.5 pood 15 sit-ups	false
20040619	rest day	false
20040618	8 rounds of: run 400 meters rest 90 seconds	false
20040617	snatch 3-2-2-2-1-1-1-1-1 reps	false
20040616	"complete as many rounds in 20 minutes as you can of: 24"" box jump 30 reps 30 pull-ups 10 ring dips"	false
20040615	rest day	false
20040614	five rounds for time of: deadlift 7 reps ring dip 10 reps	false
20040613	walking lunge 100 ft. 21 pull-ups 21 sit-ups walking lunge 100 ft. 18 pull-ups 18 sit-ups walking lunge 100 ft. 15 pull-ups 15 sit-ups walking lunge 100 ft. 12 pull-ups 12 sit-ups walking lunge 100 ft. 9 pull-ups 9 sit-ups walking lunge 100 ft. 6 pull-ups 6 sit-ups	false
20040612	push jerk 3-2-2-2-1-1-1-1-1 reps	false
20040611	rest day	false
20040610	run 5k	false
20040609	"""tabata this!""tabata row rest 1 minute tabata squat rest 1 minute tabata pull-up rest 1 minute tabata push-up rest 1 minute tabata sit-upthe tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. tabata score is the least number of reps performed in any of the eight intervals. unit for the row is ""calories""."	true
20040608	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20040607	rest day	false
20040606	overhead squat 3-2-2-2-1-1-1-1-1 reps	false
20040605	complete as many rounds in 30 minutes as you can of: run 400 meters 10 l-pull-ups 15 back extension with 25 pound plate 20 sit-ups with 25 pound plate	false
20040604	five rounds for time of: hang squat clean 135 pounds, 10 reps handstand push-ups 10 reps	false
20040603	rest day	false
20040602	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20040601	10 rounds for time of: 10 pull-ups 10 ring dips	false
20040731	squat clean 3-3-2-2-2-1-1-1-1-1 reps	false
20040730	seven rounds for time of: 5 left legged squats 5 right legged squats 10 pull-ups 15 push-ups 20 sit-ups	false
20040729	rest day	false
20040728	run 400 meters 50 sit-ups run 400 meters 40 sit-ups run 400 meters 30 sit-ups run 400 meters 20 sit-ups run 400 meters 10 sit-ups	false
20040727	deadlift 3-3-2-2-2-1-1-1-1-1 reps	false
20040726	"""angie""for time: 100 pull-ups 100 push-ups 100 sit-ups 100 squats"	true
20040725	rest day	false
20040724	for time:  20 pull-ups 10 handstand push-ups 18 pull-ups 9 handstand push-ups 16 pull-ups 8 handstand push-ups 14 pull-ups 7 handstand push-ups 12 pull-ups 6 handstand push-ups 10 pull-ups 5 handstand push-ups 8 pull-ups 4 handstand push-ups 6 pull-ups 3 handstand push-ups 4 pull-ups 2 handstand push-ups 2 pull-ups 1 handstand push-ups	false
20040723	for time: 100 squats 30 box jumps, 20 inches 30 kettlebell swings, 1.5-pood  30 sit-ups 30 power cleans, 65 pounds 30 burpees 30 wall-ball shots, 20 pounds at 10-foot target 800 meter run	false
20040722	back squat 3-2-2-2-1-1-1-1-1 reps	false
20040721	rest day	false
20040720	complete as many rounds in 20 minutes as you can of:  5 muscle-ups 50 squats	false
20040719	run 5k	false
20040718	10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 √ç¬ω bodyweight bench press: bodyweight clean: √ç¬æ bodyweight	false
20040717	rest day	false
20040716	for time: run 800 meters 30 pull-ups 90 airsquats 25 pull-ups  75 air squats 20 pull-ups 60 air squats 15 pull-ups  45 air squats run 800 meters	false
20040715	"""gwen""clean & jerk 15-12-9 repstouch and go at floor only. even a re-grip off the floor is a foul. no dumping. use same load for each set. rest as needed between sets. the assigned name is new but this lady has made regular appearances (030525,030630,030801,030902 and 030922)."	true
20040714	"five rounds for time of:  12 handstand push-ups 24 ""short-rope"" jumps"	false
20040713	rest day	false
20040712	for time: 21 l-pull-ups 20 one legged squats, alternating legs 18 l-pull-ups 16 one legged squats, alternating legs 15 l-pull-ups  12 one legged squats, alternating legs 12 l-pull-ups 8 one legged squats, alternating legs	false
20040711	5 rounds for time of: 25 hip/back extensions 25 reverse hypers 25 seconds of face-down arch rocks	false
20040710	push jerk 3-2-2-2-1-1-1-1-1 reps	false
20040709	rest day	false
20040708	five rounds for time:   25 knees to elbows 25 sit-ups 25 seconds l-sit	false
20040707	for time: row 1000 meters hang squat clean 115 pounds, 21 reps 21 ring dips row 750 meters hang squat clean 115 pounds, 15 reps 15 ring dips row 500 meters hang squat clean 115 pounds, 9 reps 9 ring dips	false
20040706	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20040705	rest day	false
20040704	five rounds, 50-40-30-20 and 10 reps for time of: push-ups sit-ups	false
20040703	two rounds for score of: tabata squats  muscle-up for four minutes rest	false
20040702	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20040701	rest day	false
20040831	"""helen""three rounds for time: run 400 meters 1 √ç¬ω pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups compare to 040414 and 040108."	true
20040830	rest day	false
20040829	complete as many rounds as possible in 20 minutes of: 95-pound hang squat clean, 15 reps 12 ring dips 21 sit-ups	false
20040828	for 15 minutes:  30 seconds of pull-ups 30 seconds of rest repeat.	false
20040827	7 rounds for time of:  45-pound barbell snatch, 4 reps overhead squat, 4 reps overhead walking lunge, 4 steps 21 sit-ups	false
20040826	rest day	false
20040825	for time: 30 handstand push-ups 40 pull-ups 50 kettlebell swings, 1.5 poods 60 sit-ups 70 burpees	false
20040824	five rounds for time of:  95-pound hang squat clean, 21 reps run 400 meters	false
20040823	for time: 30 handstand push-ups 40 pull-ups 50 kettlebell swings, 1.5 poods 60 sit-ups 70 burpees	false
20040822	rest day	false
20040821	complete as many rounds as possible in 20 minutes of:  bodyweight bench press, 12 reps 10 pull-ups	false
20040820	seven slow rounds with no rest of:  95-pound stiff legged deadlift, 21 reps 25 sit-ups	false
20040819	for twenty minutes:  squat two minutes muscle-up two minutes	false
20040818	rest day	false
20040817	for time:  21 hip/back extensions run 400 meters 18 hip/back extensions run 400 meters 15 hip/back extensions run 400 meters 12 hip/back extensions run 400 meters 9 hip/back extensions run 400 meters 6 hip/back extensions run 400 meters 3 hip/back extensions run 400 metersuse the snake motion depicted. no momentum.	false
20040816	overhead squat 5-5-5-5-5-5-5	false
20040815	chelsea	false
20040814	rest day	false
20040813	five rounds for time:  run 400 meters 95-pound barbell thruster,  21 reps	false
20040812	how many rounds in 20 minutes of: l-hold 60 seconds 15 knees to elbows 15 reverse hyper extensions 15 sit-ups  15 back extensions	false
20040811	clean and jerk 1-1-1-1-1-1-1-1-1-1	false
20040810	rest day	false
20040809	30 muscle-ups for time	false
20040808	"""tabata this!""tabata row rest 1 minute tabata squat rest 1 minute tabata pull-up rest 1 minute tabata push-up rest 1 minute tabata sit-upthe tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. tabata score is the least number of reps performed in any of the eight intervals. unit for the row is ""calories""."	true
20040807	"diane""21-15-9 reps of: deadlift 225 handstand push-upsthis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps.  it's expected that you'll need to partition the sets, e.g., deadlift 7-7-7 & handstand push-up 3-3-3-3-3-3-3 as a first round. interval management - work/rest timing to optimize time - is an essential skill. if the load is too much under any partitioning scheme, reduce it. if you need help with the handstand push-up, take it in any manner you can get it. if the handstand push-up (hspu) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). though a less functional press, the standing shoulder press is a closer simulation to the hspu than the more functional push-press or jerk. the point is that there's a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics - this will be ""your diane."	false
20040806	rest day	false
20040805	how many reps in 20 minutes of: bench press body weight pull-ups	false
20040804	75 sit-ups squat snatch 5-5-5-5-5-5-5 reps 75 sit-ups	false
20040803	run or row 10k	false
20040802	rest day	false
20040801	five rounds for time of:  7 muscle-ups 10 handstand push-ups	false
20040930	"""barbara""five rounds, each for time of: 20 pull-ups 30 push-ups 40 sit-ups 50 squats"	true
20040929	hang power clean 3-2-2-2-1-1-1-1-1	false
20040928	for time: row 1000 meters 95 pound barbell thruster, 21 reps 21 pull-ups row 750 meters 95 pound barbell thruster, 15 reps 15 pull-ups row 500 meters 95 pound barbell thruster, 9 reps 9 pull-upsif you do not have a rower, replace row efforts with a 1 mile run, 800 meter run and a 400 meter run.	false
20040927	rest day	false
20040926	run 10 k	false
20040925	for time: run 800 meters rope climb 30 feet dumbbell snatch balance 30 reps lunge 30 steps 30 pull-ups dumbell swing 30 reps 24 inch box jump 30 reps rope climb 30 feet  dumbell push press 30 reps run 800 metersthere are three weight divisions - use 20, 30, or 40 pound dumbbells. do not switch dumbbells for any exercise.	false
20040924	deadlift 3-2-2-2-1-1-1-1-1	false
20040923	rest day which has been the hardest crossfit workout to date?	false
20040922	five rounds for time of: run 400 meters 21 sit-ups 21 back extensions 21 knees to elbows	false
20040921	"""gwen""clean & jerk 15-12-9 repstouch and go at floor only. even a re-grip off the floor is a foul. no dumping. use same load for each set. rest as needed between sets."	true
20040920	"""chelsea""set up before a clock, and every minute on the minute perform 5 pull-ups, 10 push-ups, and 15 squats. can you continue for thirty minutes? twenty minutes? how about 10?"	true
20040919	rest dayhow far can $1000 be stretched towards a home gym?	false
20041920	¬ìchelsea¬î	false
20040918	front squat with 5 second hold at bottom: 3-3-3-3-3-3-3 reps.	false
20040917	three rounds for time of: 40 pound one armed dumbell snatch, alternating left and right, for 30 reps 30 pull-ups	false
20040916	"diane""21-15-9 reps of: deadlift 225 handstand push-upsthis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps.  it's expected that you'll need to partition the sets, e.g., deadlift 7-7-7 & handstand push-up 3-3-3-3-3-3-3 as a first round. interval management - work/rest timing to optimize time - is an essential skill. if the load is too much under any partitioning scheme, reduce it. if you need help with the handstand push-up, take it in any manner you can get it. if the handstand push-up (hspu) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). though a less functional press, the standing shoulder press is a closer simulation to the hspu than the more functional push-press or jerk. the point is that there's a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics - this will be ""your diane."	false
20040915	rest day	false
20040914	how much can you get done in 20 minutes? 135 pound bench press rope climb	false
20040913	in 20 minutes how many seconds of l-sit time can you total?	false
20040912	working one minute and then resting one minute, for 20 minutes, how many reps of 95 pound clean and jerk can you total?	false
20040911	rest day	false
20040910	repeat 5 rounds for time of:  10 dumbbell squat cleans (taken from ground each rep) 10 dumbbell overhead lunges (alternating: left & right legs) 10 dumbbell thrusters	false
20040909	for as long as you can continue, up to 30 minutes: 1 muscle-up every 15 seconds or 10 pull-ups and 10 dips every minute	false
20040908	for time: 25 burpees with 30-pound dumbbells, 25 l pull-ups 20 burpees with 30-pound dumbbells, 25 l pull-ups 15 burpees with 30-pound dumbbells, 25 l pull-upsin essence, this combines the burpee with the thruster.	false
20040907	rest day	false
20040906	run 5k	false
20040904	three rounds for time of: run 400 meters clean and jerk 135 pounds, 15 reps	false
20040903	rest day	false
20040902	ten rounds for time of:  5 handstand push-ups 10 pull-ups	false
20040901	deadlift 3-2-2-2-1-1-1-1-1	false
20041031	"""grace""clean and jerk 135 pounds, 30 reps"	true
20041030	complete as many rounds in twenty minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating legs 15 pull-ups	false
20041029	rest day	false
20041028	front squat 1-1-1-1-1-1-1-1-1-1	false
20041027	6 rounds for time of: run 400 meters 25 burpeesset up under a bar that is one foot above your reach for the burpees. jump and touch the bar for each burpee rep.	false
20041026	for time, 21-18-15-12-9-6 and 3 rep rounds of: walking lunge steps 95 pound barbell thruster pull-ups knees to elbows	false
20041025	"rest day""it is of interest to note that throughout history, the rise and fall of nations has seemed to coincide with the rise and fall of the physical stamina of their people. greece rose to the height of her glory (leaving her indelible mark upon the world) during that period when the physical vigor, the patriotic zeal, the independence and freedom of her people were at their height. athletic professionalism for the few and a lack of strenuous participation among the many brought about a decline in the national physical stamina and a consequent decline in the power of greece. the same may be said of the great roman empire and of egypt. history indicates, too, that a decadent nation realizes the costly blunder it has made only after defeat at the hands of a physically superior enemy. a period of reorganization follows and attempts are made to imbue the nation with the need of physical improvement.""   - ""gymnastics and tumbling"", aviation training division, office of the chief of naval operations, us navy, 1944."	false
20041024	barbell snatch, 95 pounds, 15 reps, 5 sets.	false
20041023	run 5k	false
20041022	tabata sumo deadlift high pull, 45 pound barbell rest 1 minute tabata squat rest 1 minute tabata pull-up rest 1 minute tabata push-up rest 1 minute tabata sit-upthe tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. tabata score is the least number of reps performed in any of the eight intervals.	false
20041021	rest dayhow might intense workouts train for physical courage?	false
20041020	five rounds for time of: turkish get-up, 45 pound barbell, 21 reps run 400 meters	false
20041018	thruster 3-2-2-2-1-1-1-1-1 reps	false
20041017	rest day	false
20041016	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20041015	for time: row 500 meters 20 inch box jump, 50 reps push-ups, 50 reps sit-ups, 50 reps jumping pull-ups, 50 reps 50 back extension dips, 50 reps 1.5 pood turkish get-up, 20 reps, alternating arms	false
20041014	for time: 75 pound thruster, 21 reps 3 pull-ups 75 pound thruster, 3 reps 21 pull-ups 75 pound thruster, 18 reps 6 pull-ups 75 pound thruster, 6 reps 18 pull-ups 75 pound thruster, 15 reps 9 pull-ups 75 pound thruster, 9 reps 15 pull-ups 75 pound thruster, 12 reps 12 pull-ups	false
20041013	rest day how long can you double-under?	false
20041012	for time: run 800 meters 7 rounds of the couplet: 135 pound push jerk, 7 reps, and 15 pull-ups run 800 meters	false
20041011	for time: run 800 meters deadlift 75 pounds, 30 reps run 800 meters hang squat clean 75 pounds, 30 reps run 800 meters front squat 75 pounds, 30 reps run 800 meters split jerk 75 pounds, 30 reps	false
20041010	for time: run 800 meters 7 rounds of the couplet: 135 pound hang squat clean, 7 reps, and 15 ring dips run 800 meters	false
20041009	rest dayexcluding crossfit, what are your favorite fitness websites?	false
20041008	complete 10 rounds for time of: 10 kettlebell snatches, 32k right arm 10 kettlebell snatches, 32k left arm 10 glute ham raises 10 pull-ups 1 minute jump rope 10 sit ups	false
20041007	for time: run 800 meters wall-ball, 150 shots, 20-pound ball run 800 meters	false
20041006	clean & jerk 3-2-2-2-1-1-1-1-1 reps	false
20041005	"rest daywhy is there such bias for bike, run, swim and other ""cardio"" over more ""crossfit like"" combinations of functional movements held at the same or higher heart rates?"	false
20041004	push jerk 3-2-2-2-1-1-1-1-1 reps	false
20041003	three rounds for time of:  deadlift 185x10 run 400 meters 21 pull-ups	false
20041002	three rounds for time of:  dumbbell overhead walking lunge, 100 ft.  21 pull-upsuse 20, 30, or 40 pound dumbbells for lunges.	false
20041001	rest day	false
20041130	rest day	false
20041129	"""gwen""clean & jerk 15-12- and 9 reps"	true
20041128	30 muscle-ups for time	false
20041127	complete as many rounds as you can in 20 minutes of: run 400 meters deadlift 155 pounds, 21 reps	false
20041126	rest day	false
20041125	run 10 kthe steeper the better.	false
20041124	overhead squat 3-2-2-2-1-1-1-1-1 reps	false
20041123	3 rounds for time of: run 100 meters 50 squats run 100 meters  50 push-ups run 100 meters 50 sit-ups run 100 meters 50 back extensions	false
20041122	rest day	false
20041121	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20041120	complete as many rounds in 20 minutes as you can of: squat clean 3/4 bodyweight, 15 reps 25 double unders	false
20041119	for time: 10 handstand pushups/ 2 pull-ups 9 handstand pushups/ 4 pull-ups 8 handstand pushups/ 6 pull-ups 7 handstand pushups/ 8 pull-ups 6 handstand pushups/ 10 pull-ups 5 handstand pushups/ 12 pull-ups 4 handstand pushups/ 14 pull-ups 3 handstand pushups/ 16 pull-ups 2 handstand pushups/ 18 pull-ups  1 handstand pushups/ 20 pull-up	false
20041118	rest day	false
20041117	"tabata ""bottom to bottom"" squat run 1 mileclock starts for run on rising from last squat.the tabata bottom to bottom squat is a tabata squat but each rep begins at the bottom and ends at the bottom. the turn around at the top is immediate - no pause. the ten-second rest for each interval is also held at the bottom of the squat as opposed to the top. interestingly, this squat, in contrast to the ""normal"" tabata squat, motivates full hip extension. also, the ten second rests don't seem as short with this protocol!"	false
20041116	for time: row 1000 meters 45 pound thruster, 50 reps 30 pull-ups row 750 meters 45 pound thruster, 25 reps 15 pull-ups row 500 meters 45 pound thruster, 15 reps 9 pull-ups	false
20041115	for time: 20 inch box jump, 50 reps rope climb, 5 ascents 1.5 pood kettlebell swing, 50 reps 50 sit-ups 40 pound dumbbell hang power clean, 50 reps 800 meter run 50 back extensions	false
20041114	rest day	false
20041113	five rounds for time of: deadlift 10 reps 30 dips	false
20041112	three rounds for time of: 50 wallball shots, 20 pound ball 30 sit-ups 20 pull-ups	false
20041111	"""isabel""for time: snatch 135 pounds, 30 reps"	true
20041110	rest day	false
20041109	for time: run 800 meters 10 rounds of the couplet: knees to elbows, 10 reps hug-a-twinky, 10 reps run 800 meters	false
20041108	five rounds for time of: walking lunge, 25 steps 15 burpees 5 muscle-ups	false
20041107	back squat 3-2-2-2-1-1-1-1-1 reps	false
20041106	rest day	false
20041105	chelsea	false
20041104	run 10 k	false
20041103	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 √ç¬ω bodyweight bench press: bodyweight clean: √ç¬æ bodyweight"	true
20041102	rest day what is the role of p.t. in teaching patterns for success, or is it all longevity/survival?	false
20041101	five rounds for time of: deadlift 225 pounds, 15 reps 15 ring dips	false
20041231	run 5k	false
20041230	for time: 25 walking lunge steps 20 pull-ups 50 box jumps, 20 inch box 20 double-unders 25 ring dips 20 knees to elbows 30 kettlebell swings, 2 pood 30 sit-ups 20 hang squat cleans, 35 pound dumbells 25 back extensions 30 wall ball shots, 20 pound ball 3 rope climb ascents	false
20041229	complete as many rounds as you can in 20 minutes of: 5 squats 10 push-ups 15 pull-ups	false
20041228	rest day	false
20041227	3 rounds for time of: run 800 meters 100 squats	false
20041226	clean and jerk 1-1-1-1-1-1-1 reps	false
20041225	"complete 21, 15, and 9 rep rounds for time of:  jump and reach target 18"" above maximum standing reach handstand push-ups"	false
20041224	rest day	false
20041223	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20041222	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20041221	five rounds for time of: 50 wallball shots, 20 pound ball run 400 meters	false
20041220	rest day	false
20041219	snatch 1-1-1-1-1-1-1 reps	false
20041218	complete as many rounds as you can in 20 minutes of: 5 box jumps, 26 inch box 10 l-pull-ups 15 sit-ups	false
20041217	run 10 k	false
20041216	rest day	false
20041215	front squat 3-2-2-2-1-1-1-1-1 reps	false
20041214	complete as many rounds as you can in 20 minutes of: clean 135 pounds, 10 reps 10 handstand pushups	false
20041213	"""helen""three rounds for time: run 400 meters 1√ç¬ω  pood kettlebell x 21 swings (or 50 pound dumbbell swing) 12 pull-ups"	true
20041212	rest day	false
20041211	push press 3-2-2-2-1-1-1-1-1 reps	false
20041210	4 rounds for time of: 20 inch box jump, 30 reps 30 push-ups 1.5 pood kettlebell swing, 30 reps 30 pull-ups 30 wallball shots, 20 pound ball	false
20041209	seven rounds of: overhead squats, 3 reps 10 knees to elbows	false
20041208	rest day	false
20041207	clean 3-2-2-2-1-1-1-1-1 reps	false
20041206	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20041205	"""nancy""5 rounds for time of: 400 meter run 95 pound overhead squat, 15 reps"	true
20041204	rest day	false
20041203	"""jonesworthy""6 rounds for time of: squat 80-64-50-32-16-8 reps 1.5 pood kettlebell swing 40-32-25-16-8-4 reps pull-ups 20-16-12-8-4-2 reps"	true
20041202	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20041201	"""fight gone bad!""this is our famous ""fight gone bad"" workout. it has been used extensively to prep fighters for the ufc. in this workout you move from each of five stations after a minute. this is a five-minute round from which a one-minute break is allowed before repeating. we've used this in 3 and 5 round versions. today is 3 rounds. the stations are: wall-ball  20 pound ball, 10 ft target. (reps)  sumo deadlift high-pull 75 pounds (reps)  box jump  20"" box (reps)  push-press 75 pounds (reps)  row  (calories) the clock does not reset or stop between exercises. on call of ""rotate"", the athlete/s must move to next station immediately for good score. one point is given for each rep, except on the rower where each calorie is one point."	true
20050131	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20050129	rest day	false
20050128	run or row 10k	false
20050127	five rounds for time of: run 400 meters 95 pound thruster, 15 reps 15 pull-ups	false
20050126	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20050125	rest day	false
